Source	Target	Path	Support	Confidence
69	70	78>79>70>60>69	11	0.2391304347826087
69	70	41>51>61>60>69	13	0.18309859154929578
69	78	48>49>59>69	28	0.17073170731707318
69	78	69	1247	0.11193895870736086
69	78	66>67>68>69	15	0.06944444444444445
69	78	70>60>50>59>69	10	0.22222222222222224
69	78	70>80>70>79>69	11	0.2391304347826087
69	78	67>68>78>68>69	13	0.18055555555555555
69	78	72>62>61>60>69	10	0.2
69	78	72>71>70>60>69	10	0.20833333333333334
69	67	69	682	0.06122082585278276
69	67	57>58>59>69	21	0.11413043478260868
69	61	69	660	0.059245960502693
69	69	69	1767	0.15861759425493718
69	69	61>51>61>60>69	12	0.3076923076923077
69	69	79>78>79>69	32	0.19753086419753085
69	69	72>71>61>60>69	17	0.34
69	69	71>70>60>69	43	0.2986111111111111
69	69	60>69>68>69	19	0.11801242236024845
69	69	56>57>58>59>69	19	0.34545454545454546
69	69	66>67>68>69	69	0.3194444444444444
69	69	88>78>68>69	28	0.18181818181818182
69	69	69>59>69>60>69	15	0.3
69	69	67>68>69>79>69	20	0.37037037037037035
69	69	67>68>69>59>69	13	0.30952380952380953
69	69	69>59>69>68>69	13	0.3170731707317073
69	69	99>89>79>69	36	0.21301775147928995
69	69	89>99>89>79>69	16	0.37209302325581395
69	69	81>80>70>79>69	14	0.3181818181818182
69	69	70>79>69>79>69	12	0.3
69	69	50>51>61>60>69	21	0.18421052631578946
69	69	89>79>78>68>69	11	0.3055555555555556
69	69	49>59>58>59>69	13	0.3023255813953488
69	69	60>50>59>69	56	0.30939226519337015
69	69	78>88>78>79>69	16	0.34782608695652173
69	69	69>60>69>59>69	18	0.32142857142857145
69	69	62>61>60>50>60>69	10	0.5882352941176471
69	69	61>60>50>60>69	9	0.18
69	69	60>50>51>61>60>69	15	0.42857142857142855
69	69	70>79>69>68>69	15	0.32608695652173914
69	69	78>79>89>79>69	19	0.37254901960784315
69	69	70>60>70>79>69	13	0.3023255813953488
69	69	50>60>70>60>69	16	0.38095238095238093
69	69	47>57>58>68>69	12	0.3
69	69	50>60>69>59>69	13	0.3023255813953488
69	69	50>59>69>79>69	18	0.391304347826087
69	69	89>79>69>79>69	12	0.3076923076923077
69	69	66>67>68>78>68>69	14	0.3333333333333333
69	69	67>68>69>60>69	15	0.3333333333333333
69	69	47>48>49>59>69	11	0.3333333333333333
69	69	67>57>67>68>69	18	0.391304347826087
69	69	38>48>58>59>69	18	0.3103448275862069
69	69	47>57>67>68>69	13	0.3611111111111111
69	69	70>79>89>79>69	13	0.30952380952380953
69	69	47>48>58>68>69	11	0.18032786885245902
69	69	89>80>70>60>69	10	0.19607843137254902
69	69	49>59>69>68>69	13	0.32500000000000007
69	69	58>68>69>60>69	15	0.30612244897959184
69	69	69>60>69>68>69	12	0.3076923076923077
69	69	87>88>89>79>69	13	0.30952380952380953
69	69	70>79>69>60>69	12	0.3428571428571428
69	69	87>77>78>68>69	15	0.3488372093023256
69	69	89>79>70>79>69	11	0.3055555555555556
69	69	69>68>78>68>69	15	0.32608695652173914
69	69	49>40>50>60>69	14	0.32558139534883723
69	69	58>68>69>68>69	12	0.35294117647058826
69	69	69>60>69>60>69	16	0.3333333333333333
69	58	69	1167	0.10475763016157989
69	58	48>58>59>69	35	0.17676767676767677
69	58	57>58>59>69	11	0.059782608695652176
69	58	59>50>60>69	24	0.14723926380368096
69	58	71>70>79>69	28	0.175
69	58	81>71>61>60>69	11	0.22916666666666663
69	58	78>79>69>68>69	11	0.28205128205128205
69	58	79>69>68>69	20	0.11560693641618497
69	58	78>68>69>79>69	11	0.25
69	58	69>68>58>59>69	10	0.2127659574468085
69	58	69>59>50>59>69	10	0.18181818181818182
69	58	58>59>50>60>69	10	0.2631578947368421
69	58	89>80>89>79>69	10	0.22727272727272724
69	50	69	1342	0.12046678635547577
69	50	69>60>70>79>69	13	0.25
69	50	59>69>59>69	12	0.0784313725490196
69	50	67>66>67>68>69	11	0.2037037037037037
69	50	58>68>78>68>69	12	0.2553191489361702
69	50	52>51>61>60>69	10	0.18181818181818182
69	50	47>57>58>59>69	11	0.2391304347826087
69	50	72>62>61>60>69	11	0.22
69	50	70>60>70>60>69	14	0.3181818181818182
69	49	69	708	0.06355475763016158
69	49	60>70>60>69	19	0.11875000000000001
69	89	69	699	0.06274685816876122
68	77	68	1243	0.10969905568793575
68	77	59>50>59>69>68	10	0.22727272727272724
68	77	56>57>67>68	11	0.06832298136645963
68	77	69>59>58>68	22	0.12571428571428572
68	77	60>70>79>78>68	11	0.24444444444444444
68	77	67>66>67>68	21	0.12068965517241378
68	77	57>58>59>69>68	15	0.2777777777777778
68	77	39>49>59>58>68	13	0.22033898305084745
68	77	68>67>68>58>68	11	0.2037037037037037
68	77	57>58>68>69>68	15	0.25
68	77	60>69>59>58>68	10	0.29411764705882354
68	77	66>67>57>67>68	10	0.23255813953488375
68	77	68>67>66>67>68	11	0.25
68	77	55>65>66>67>68	10	0.20833333333333334
68	77	37>38>48>58>68	13	0.23636363636363636
68	77	99>89>88>78>68	10	0.21739130434782608
68	48	68	641	0.05657047039096284
68	57	68	1189	0.1049333686347189
68	57	57>58>68>58>68	10	0.19230769230769232
68	57	59>69>59>58>68	10	0.20408163265306123
68	57	39>49>59>58>68	10	0.1694915254237288
68	57	37>47>57>58>68	10	0.23255813953488375
68	57	67>57>58>68	28	0.1696969696969697
68	57	68>69>59>58>68	11	0.20754716981132076
68	57	71>70>79>69>68	10	0.23255813953488375
68	57	87>88>78>68	10	0.08771929824561403
68	57	77>87>88>78>68	10	0.23255813953488375
68	57	99>89>79>69>68	13	0.25
68	68	68	1589	0.1402347542141029
68	68	58>59>69>68	37	0.19576719576719576
68	68	69>68>58>68	28	0.17834394904458598
68	68	46>56>57>67>68	12	0.4000000000000001
68	68	57>58>68>58>68	10	0.19230769230769232
68	68	77>67>68>67>68	13	0.3939393939393939
68	68	58>48>58>68	31	0.2052980132450331
68	68	58>68>67>68	47	0.22815533980582525
68	68	69>59>58>68	20	0.11428571428571428
68	68	59>69>59>58>68	15	0.30612244897959184
68	68	78>68>58>68	20	0.136986301369863
68	68	68>58>68>67>68	19	0.4222222222222222
68	68	60>70>79>78>68	15	0.3333333333333333
68	68	77>67>77>67>68	17	0.3617021276595745
68	68	67>77>67>68	19	0.10614525139664804
68	68	78>77>67>68	33	0.20754716981132074
68	68	47>46>47>48>58>68	11	0.34375
68	68	68>78>79>78>68	11	0.19642857142857142
68	68	50>60>69>68	54	0.3103448275862069
68	68	68>58>57>58>68	16	0.3902439024390244
68	68	66>67>66>67>68	18	0.375
68	68	79>69>68>69>68	16	0.35555555555555557
68	68	88>78>77>67>68	10	0.2564102564102564
68	68	48>58>59>58>68	10	0.22222222222222224
68	68	57>67>57>67>68	14	0.3181818181818182
68	68	60>50>59>69>68	16	0.37209302325581395
68	68	48>58>48>58>68	15	0.36585365853658536
68	68	65>66>67>68>78>68	10	0.3225806451612903
68	68	39>49>59>58>68	11	0.18644067796610167
68	68	81>80>70>79>69>68	11	0.5
68	68	80>70>79>69>68	5	0.10638297872340426
68	68	99>98>88>78>68	16	0.3018867924528302
68	68	78>68>67>68	25	0.15625
68	68	64>65>66>67>68	17	0.38636363636363635
68	68	77>67>68>69>68	20	0.4166666666666667
68	68	65>66>56>57>58>68	10	0.3125
68	68	55>56>57>67>68	19	0.3958333333333333
68	68	88>98>88>78>68	10	0.18867924528301888
68	68	79>78>68>67>68	12	0.2553191489361702
68	68	77>78>68>58>68	10	0.4
68	68	59>69>79>69>68	14	0.358974358974359
68	68	86>76>77>67>68	12	0.3333333333333333
68	68	67>66>67>68>78>68	10	0.3125
68	68	68>78>68>69>68	18	0.3157894736842105
68	68	89>88>78>68	34	0.192090395480226
68	68	56>46>47>48>58>68	10	0.3448275862068966
68	68	68>67>57>58>68	13	0.3714285714285715
68	68	59>58>57>58>68	13	0.3023255813953488
68	68	60>69>79>78>68	11	0.3142857142857143
68	68	57>67>66>67>68	12	0.32432432432432434
68	68	77>87>77>78>68	13	0.3023255813953488
68	68	79>89>79>69>68	13	0.32500000000000007
68	68	68>58>68>69>68	12	0.3333333333333333
68	68	68>69>60>69>68	12	0.3428571428571428
68	68	88>78>68>58>68	18	0.3829787234042553
68	68	46>47>57>67>68	17	0.38636363636363635
68	68	77>78>77>67>68	13	0.4482758620689655
68	68	79>70>60>69>68	18	0.3103448275862069
68	68	77>78>68>78>68	11	0.34375
68	68	45>46>56>57>58>68	14	0.4375
68	68	68>69>68>69>68	16	0.3902439024390244
68	68	68>58>59>58>68	16	0.3902439024390244
68	68	79>69>79>69>68	11	0.3333333333333333
68	68	88>78>68>69>68	10	0.3225806451612903
68	68	79>78>68>78>68	16	0.35555555555555557
68	68	46>47>57>58>68	12	0.32432432432432434
68	68	75>76>66>67>68	14	0.30434782608695654
68	68	48>38>48>58>68	10	0.30303030303030304
68	68	77>78>68>67>68	13	0.43333333333333335
68	59	68	1017	0.08975377283558379
68	59	58>59>69>68	20	0.10582010582010581
68	59	70>60>69>68	13	0.0718232044198895
68	59	48>58>59>69>68	13	0.2765957446808511
68	59	56>57>67>68	20	0.12422360248447206
68	59	66>67>68	40	0.054421768707483
68	59	67>77>67>68	20	0.11173184357541899
68	59	50>60>69>68	19	0.10919540229885057
68	59	67>66>67>68	10	0.05747126436781609
68	59	87>77>67>68	17	0.10967741935483871
68	59	97>87>77>67>68	10	0.22727272727272724
68	59	98>88>78>68	12	0.06857142857142857
68	59	68>78>68>67>68	10	0.20408163265306123
68	59	57>67>77>67>68	13	0.24528301886792453
68	59	66>56>57>67>68	13	0.3333333333333333
68	59	77>87>77>78>68	10	0.23255813953488375
68	59	79>69>68>58>68	10	0.2631578947368421
68	59	60>50>59>58>68	11	0.2037037037037037
68	59	40>50>60>69>68	12	0.2352941176470588
68	88	68	631	0.05568793575147824
68	88	66>67>68	112	0.15238095238095237
68	88	66>76>66>67>68	13	0.30952380952380953
68	79	68	1088	0.09601976877592446
68	79	57>56>57>58>68	20	0.19047619047619047
68	79	59>58>59>69>68	10	0.22222222222222224
68	79	56>57>67>68	18	0.11180124223602486
68	79	77>76>66>67>68	10	0.20833333333333334
68	79	66>67>68	134	0.18231292517006803
68	79	77>78>88>78>68	15	0.23076923076923078
68	79	69>59>58>68	14	0.08
68	79	68>69>68>78>68	10	0.21739130434782608
68	79	59>58>68>58>68	14	0.28
68	79	50>60>69>68	13	0.07471264367816093
68	79	66>76>66>67>68	13	0.30952380952380953
68	79	77>67>66>67>68	15	0.3488372093023256
68	79	66>67>57>67>68	10	0.23255813953488375
68	79	36>46>47>48>58>68	11	0.3333333333333333
68	79	86>87>77>78>68	10	0.20408163265306123
68	79	68>67>68>67>68	10	0.20408163265306123
68	79	60>69>60>69>68	10	0.20408163265306123
68	79	60>50>59>58>68	12	0.2222222222222222
68	79	66>56>66>67>68	16	0.34782608695652173
68	60	68	715	0.06310122672314888
68	60	67>66>67>68	11	0.06321839080459771
68	60	68>67>66>67>68	11	0.25
68	66	68	642	0.0566587238549113
68	66	57>56>57>58>68	14	0.13333333333333333
68	66	58>57>67>68	20	0.12738853503184713
67	67	49>59>69>68>67	15	0.4411764705882353
67	67	67	1325	0.12054221251819507
67	67	86>76>66>67	28	0.15730337078651685
67	67	76>66>67	66	0.09763313609467456
67	67	57>67>57>67	27	0.1588235294117647
67	67	45>46>56>57>67	15	0.3409090909090909
67	67	55>56>57>58>68>67	12	0.3428571428571428
67	67	59>58>57>67	53	0.28342245989304815
67	67	78>68>58>68>67	14	0.3684210526315789
67	67	68>78>77>67	61	0.2890995260663507
67	67	70>79>78>77>67	15	0.32608695652173914
67	67	47>48>58>68>67	18	0.32727272727272727
67	67	69>68>78>68>67	13	0.32500000000000007
67	67	56>46>56>57>67	11	0.3142857142857143
67	67	47>48>47>57>67	12	0.4615384615384615
67	67	66>67>66>67	32	0.17582417582417584
67	67	57>56>66>67	24	0.15894039735099338
67	67	68>69>68>67	39	0.20207253886010362
67	67	77>67>66>67	24	0.13953488372093023
67	67	65>66>67	71	0.09888579387186629
67	67	58>57>47>57>67	11	0.2894736842105263
67	67	27>37>47>57>67	15	0.30612244897959184
67	67	76>66>56>57>67	14	0.34146341463414637
67	67	87>77>87>77>67	10	0.30303030303030304
67	67	66>65>66>67	26	0.17105263157894737
67	67	75>65>66>67	29	0.15104166666666666
67	67	60>69>68>67	17	0.1069182389937107
67	67	38>48>47>57>67	14	0.2857142857142857
67	67	56>46>56>66>67	13	0.3333333333333333
67	67	67>66>76>77>67	17	0.3090909090909091
67	67	98>88>78>68>67	16	0.37209302325581395
67	67	88>78>68>67	16	0.09580838323353293
67	67	61>60>69>68>67	10	0.2857142857142857
67	67	65>66>67>77>67	11	0.2972972972972973
67	67	58>57>58>57>67	13	0.35135135135135137
67	67	49>48>58>57>67	11	0.3142857142857143
67	67	58>68>69>68>67	18	0.3673469387755102
67	67	75>76>66>67	22	0.13924050632911392
67	67	58>68>58>57>67	11	0.3235294117647059
67	67	78>68>58>57>67	20	0.4444444444444445
67	67	38>37>47>57>67	15	0.3409090909090909
67	67	65>66>67>57>67	15	0.3333333333333333
67	67	89>79>69>68>67	12	0.3
67	67	58>59>58>68>67	14	0.31111111111111117
67	67	58>68>78>68>67	17	0.3148148148148148
67	67	56>46>47>57>67	15	0.3191489361702128
67	67	65>75>76>77>67	13	0.32500000000000007
67	67	89>88>78>68>67	16	0.3404255319148936
67	67	87>88>87>77>67	11	0.37931034482758624
67	67	89>79>78>68>67	13	0.29545454545454547
67	67	46>56>57>58>68>67	10	0.29411764705882354
67	67	87>88>78>77>67	10	0.35714285714285715
67	67	76>77>67>77>67	17	0.3469387755102041
67	67	98>97>87>77>67	10	0.2857142857142857
67	56	59>69>68>67	13	0.07514450867052024
67	56	67	1291	0.1174490538573508
67	56	45>46>56>57>67	10	0.22727272727272724
67	56	67>66>56>57>67	10	0.19230769230769232
67	56	56>66>67>77>67	12	0.2608695652173913
67	56	58>68>78>77>67	10	0.19230769230769232
67	56	58>57>67>68>67	10	0.2127659574468085
67	56	54>64>65>66>67	11	0.2619047619047619
67	56	87>77>78>68>67	10	0.2564102564102564
67	78	67	561	0.05103711790393013
67	78	66>67	406	0.14386959603118357
67	78	86>87>77>67	14	0.07777777777777779
67	78	48>47>57>67	12	0.08633093525179857
67	78	67>77>76>66>67	15	0.3125
67	78	56>57>58>68>67	12	0.09523809523809523
67	78	57>58>68>67	10	0.041152263374485604
67	78	79>78>77>67	15	0.09868421052631579
67	78	48>58>68>67	18	0.09574468085106383
67	78	78>68>67>66>67	11	0.18333333333333332
67	78	46>56>66>67	21	0.1111111111111111
67	78	66>76>77>67	16	0.0893854748603352
67	78	65>66>76>66>67	13	0.3023255813953488
67	78	66>56>57>67	18	0.10285714285714286
67	78	67>66>67>66>67	12	0.3157894736842105
67	78	67>77>67>66>67	13	0.30952380952380953
67	78	67>66>56>66>67	17	0.3541666666666667
67	78	66>56>66>67	16	0.09696969696969698
67	78	45>55>65>66>67	17	0.3541666666666667
67	78	74>75>65>66>67	14	0.31111111111111117
67	78	56>55>56>66>67	16	0.3137254901960784
67	78	55>56>57>67	9	0.04864864864864865
67	78	98>88>78>77>67	10	0.23809523809523808
67	78	74>64>65>66>67	14	0.2916666666666667
67	78	36>46>56>66>67	10	0.18867924528301888
67	78	78>77>78>68>67	12	0.3157894736842105
67	78	45>55>56>57>67	10	0.23809523809523808
67	78	56>55>65>66>67	12	0.2926829268292683
67	78	67>57>56>57>67	11	0.22
67	78	56>66>56>66>67	16	0.34782608695652173
67	78	76>75>76>66>67	10	0.30303030303030304
67	47	67	656	0.05967976710334788
67	76	67	1259	0.11453784570596799
67	76	76>77>67>57>67	10	0.24390243902439024
67	76	58>57>58>68>67	11	0.2391304347826087
67	76	57>56>66>67	17	0.11258278145695363
67	76	69>59>69>68>67	10	0.21739130434782608
67	76	38>48>47>57>67	11	0.22448979591836735
67	76	46>47>57>67	20	0.11764705882352941
67	76	56>57>56>66>67	10	0.24390243902439024
67	76	56>46>47>57>67	11	0.23404255319148934
67	76	89>79>78>77>67	10	0.23255813953488375
67	58	67	849	0.07723799126637554
67	58	66>67	120	0.042523033309709427
67	58	67>57>67>57>67	10	0.25
67	58	57>67>57>67	22	0.12941176470588234
67	58	56>66>67	31	0.043478260869565216
67	58	57>56>57>67	28	0.16568047337278108
67	58	37>47>57>67	30	0.1875
67	58	78>79>78>68>67	11	0.18032786885245902
67	58	66>67>66>67	10	0.05494505494505495
67	58	78>77>78>77>67	11	0.21568627450980393
67	58	76>75>76>77>67	11	0.23404255319148934
67	58	58>68>58>68>67	13	0.26
67	58	67>66>67>77>67	10	0.22222222222222224
67	65	67	652	0.05931586608442503
67	87	67	728	0.06622998544395925
67	69	67	744	0.06768558951965066
78	67	78	1310	0.11694340296375648
78	67	66>67>66>67>68>78	10	0.30303030303030304
78	67	77>67>77>78	27	0.1730769230769231
78	67	81>71>70>79>78	10	0.19230769230769232
78	67	69>79>89>88>78	10	0.24390243902439024
78	67	98>88>78>68>78	11	0.21568627450980393
78	98	78	624	0.05570433851098018
78	98	76>77>78	75	0.10683760683760685
78	98	65>75>76>77>78	13	0.2765957446808511
78	98	85>86>76>77>78	12	0.3
78	98	67>77>76>77>78	11	0.2558139534883721
78	98	76>66>76>77>78	10	0.2631578947368421
78	58	78	604	0.05391894304588466
78	69	78	1198	0.10694518835922157
78	69	75>76>77>78	11	0.06111111111111111
78	69	76>66>67>68>78	12	0.0909090909090909
78	69	58>59>69>79>78	13	0.29545454545454547
78	69	65>66>67>68>78	26	0.20967741935483872
78	69	98>99>89>88>78	10	0.20833333333333334
78	69	69>79>69>68>78	11	0.2619047619047619
78	69	56>66>67>68>78	13	0.10077519379844961
78	69	77>78>68>78	12	0.10526315789473684
78	69	87>77>78>68>78	11	0.2558139534883721
78	69	69>68>78>77>78	10	0.2
78	69	85>86>87>77>78	10	0.2
78	69	55>56>66>67>68>78	10	0.23255813953488375
78	69	67>77>87>88>78	13	0.24528301886792453
78	69	70>79>78>79>78	10	0.2631578947368421
78	89	78	1103	0.09846455990001785
78	89	58>59>69>68>78	10	0.22222222222222224
78	89	76>77>78	127	0.18091168091168092
78	89	60>70>79>78	13	0.08333333333333333
78	89	77>87>77>78	10	0.06896551724137931
78	89	69>68>69>68>78	10	0.21739130434782608
78	89	65>75>76>77>78	14	0.29787234042553185
78	89	98>99>89>79>78	13	0.22807017543859648
78	89	79>78>77>78	14	0.08187134502923976
78	89	99>89>88>78	35	0.2046783625730994
78	89	58>68>78>88>78	10	0.23809523809523808
78	89	79>78>79>78	10	0.05952380952380952
78	89	77>67>77>78	13	0.08333333333333333
78	89	50>59>58>68>78	10	0.21739130434782608
78	89	78>79>78>88>78	14	0.2641509433962264
78	89	50>59>69>79>78	10	0.2777777777777778
78	89	76>86>76>77>78	17	0.3148148148148148
78	89	81>80>89>79>78	10	0.2777777777777778
78	89	58>68>58>68>78	13	0.26
78	89	78>68>69>79>78	10	0.25
78	89	7>97>87>88>78	13	0.2826086956521739
78	70	78	683	0.060971255133011965
78	87	78	1100	0.09819675058025353
78	87	58>59>69>68>78	10	0.22222222222222224
78	87	76>77>78	65	0.0925925925925926
78	87	77>76>77>78	24	0.14723926380368096
78	87	76>77>78>79>78	15	0.23809523809523808
78	87	61>71>70>79>78	18	0.2222222222222222
78	87	99>98>88>78	12	0.06741573033707865
78	87	47>48>58>68>78	10	0.18181818181818182
78	87	9>99>89>79>78	10	0.2564102564102564
78	87	67>57>67>68>78	11	0.21568627450980393
78	87	67>57>67>77>78	10	0.23255813953488375
78	87	76>75>76>77>78	11	0.2972972972972973
78	87	78>77>76>77>78	14	0.42424242424242425
78	87	70>79>69>79>78	11	0.2619047619047619
78	78	78	1368	0.12212104981253347
78	78	69>60>69>79>78	15	0.36585365853658536
78	78	88>87>77>78	18	0.12080536912751678
78	78	70>60>70>79>78	14	0.358974358974359
78	78	87>77>87>77>78	14	0.4
78	78	77>78>79>78	40	0.20512820512820512
78	78	77>78>77>78	15	0.1785714285714286
78	78	68>78>79>78	41	0.22527472527472528
78	78	79>69>79>78	30	0.18072289156626506
78	78	7>97>98>88>78	10	0.2564102564102564
78	78	97>98>88>78	31	0.24800000000000003
78	78	78>79>69>68>78	10	0.30303030303030304
78	78	76>77>78>88>78	28	0.22400000000000003
78	78	79>78>77>78	33	0.19298245614035087
78	78	58>59>58>68>78	13	0.32500000000000007
78	78	18>8>98>88>78	16	0.3404255319148936
78	78	78>68>78>79>78	16	0.3902439024390244
78	78	79>78>79>78	22	0.13095238095238096
78	78	50>59>69>68>78	15	0.35714285714285715
78	78	76>66>67>77>78	14	0.34146341463414637
78	78	46>56>57>58>68>78	10	0.3448275862068966
78	78	65>66>67>68>78	24	0.19354838709677416
78	78	58>57>67>68>78	13	0.30952380952380953
78	78	76>77>67>77>78	13	0.34210526315789475
78	78	67>68>69>79>78	15	0.35714285714285715
78	78	80>70>79>78	30	0.2222222222222222
78	78	66>76>77>78	29	0.17365269461077845
78	78	65>66>67>77>78	15	0.36585365853658536
78	78	78>79>78>79>78	22	0.4782608695652174
78	78	78>79>78>68>78	15	0.3333333333333333
78	78	47>48>58>68>78	10	0.18181818181818182
78	78	88>89>79>78	28	0.17283950617283952
78	78	75>76>77>78>88>78	12	0.4615384615384615
78	78	88>78>68>78	54	0.3176470588235294
78	78	87>88>78>79>78	11	0.3548387096774194
78	78	78>68>78>88>78	13	0.3333333333333333
78	78	67>68>78>77>78	19	0.3275862068965517
78	78	86>87>88>98>88>78	10	0.3125
78	78	87>88>98>88>78	15	0.22388059701492538
78	78	89>88>87>77>78	11	0.3235294117647059
78	78	78>79>89>79>78	12	0.375
78	78	76>77>76>77>78	15	0.36585365853658536
78	78	80>89>88>78	30	0.18518518518518517
78	78	67>57>58>68>78	16	0.3333333333333333
78	78	56>66>67>68>78	15	0.11627906976744186
78	78	57>67>66>67>68>78	12	0.4615384615384615
78	78	58>68>78>77>78	15	0.30612244897959184
78	78	77>78>68>78	23	0.20175438596491227
78	78	87>77>67>77>78	11	0.3235294117647059
78	78	70>60>69>68>78	18	0.375
78	78	69>79>78>79>78	10	0.25
78	78	58>68>78>68>78	16	0.35555555555555557
78	78	76>86>87>77>78	16	0.37209302325581395
78	78	69>59>69>68>78	13	0.3170731707317073
78	78	69>68>78>77>78	10	0.2
78	78	89>79>70>79>78	10	0.19607843137254902
78	78	89>88>78>88>78	17	0.3617021276595745
78	78	69>79>89>88>78	13	0.3170731707317073
78	78	69>79>70>79>78	11	0.3142857142857143
78	78	61>60>70>79>78	11	0.3235294117647059
78	78	50>60>69>79>78	13	0.35135135135135137
78	78	81>80>70>79>78	13	0.3714285714285715
78	78	38>48>58>68>78	11	0.2
78	78	67>77>78>77>78	12	0.375
78	78	89>80>89>88>78	11	0.2972972972972973
78	78	89>88>78>79>78	16	0.3076923076923077
78	78	67>77>87>88>78	10	0.18867924528301888
78	78	72>71>70>79>78	17	0.3469387755102041
78	78	70>79>78>68>78	15	0.3125
78	78	67>77>67>77>78	14	0.30434782608695654
78	78	66>56>66>67>68>78	11	0.3055555555555556
78	78	56>66>76>77>78	18	0.48648648648648657
78	78	75>76>66>67>68>78	12	0.375
78	78	90>99>89>88>78	14	0.3181818181818182
78	78	87>88>78>88>78	10	0.3125
78	78	81>80>89>88>78	17	0.4358974358974359
78	78	65>66>76>77>78	10	0.25
78	76	78	583	0.05204427780753437
78	76	79>78>77>78	18	0.10526315789473684
78	76	77>78>68>78	13	0.11403508771929824
56	56	56	1615	0.14453194916771075
56	56	67>66>56>57>56	10	0.20408163265306123
56	56	36>35>36>46>56	10	0.3333333333333333
56	56	16>26>36>46>56	20	0.18518518518518517
56	56	26>36>46>56	15	0.06172839506172839
56	56	47>46>47>46>56	15	0.39473684210526316
56	56	67>57>58>57>56	14	0.3181818181818182
56	56	45>44>54>55>56	12	0.23076923076923075
56	56	68>67>57>56	26	0.16352201257861634
56	56	54>44>45>46>56	15	0.32608695652173914
56	56	47>57>56>57>56	12	0.2727272727272727
56	56	57>56>57>56	26	0.15950920245398773
56	56	58>57>67>66>56	14	0.3181818181818182
56	56	67>66>56>46>56	10	0.30303030303030304
56	56	47>48>47>57>56	10	0.3333333333333333
56	56	44>45>55>56	32	0.1839080459770115
56	56	57>56>46>56	56	0.3146067415730337
56	56	55>54>55>56	35	0.175
56	56	45>55>45>55>56	16	0.3076923076923077
56	56	34>35>45>55>56	10	0.2
56	56	63>64>54>55>56	19	0.3584905660377358
56	56	47>37>47>57>56	16	0.3902439024390244
56	56	37>47>57>56	36	0.2057142857142857
56	56	45>55>65>55>56	13	0.29545454545454547
56	56	25>26>36>46>56	10	0.17543859649122806
56	56	67>66>67>57>56	14	0.35
56	56	69>68>67>66>56	12	0.3
56	56	45>46>45>46>56	16	0.3333333333333333
56	56	27>37>36>46>56	14	0.32558139534883723
56	56	54>64>65>55>56	16	0.3137254901960784
56	56	67>66>65>55>56	17	0.3953488372093023
56	56	34>35>45>46>56	16	0.34782608695652173
56	56	58>57>56>57>56	15	0.45454545454545453
56	56	47>48>58>57>56	17	0.3148148148148148
56	56	74>64>54>55>56	13	0.30952380952380953
56	56	85>75>65>66>56	14	0.34146341463414637
56	56	15>25>35>45>55>56	12	0.42857142857142855
56	56	25>35>45>55>56	7	0.109375
56	56	63>53>54>55>56	12	0.3
56	56	45>46>47>57>56	14	0.29787234042553185
56	56	65>75>76>66>56	14	0.3181818181818182
56	56	45>55>54>55>56	17	0.40476190476190477
56	56	34>44>54>55>56	15	0.3409090909090909
56	56	54>55>54>55>56	13	0.2708333333333333
56	56	45>46>36>46>56	10	0.3333333333333333
56	56	76>66>56>55>56	16	0.35555555555555557
56	56	67>57>67>57>56	11	0.3142857142857143
56	56	47>46>56>46>56	10	0.3225806451612903
56	56	74>75>65>55>56	17	0.32075471698113206
56	56	56>55>56>57>56	12	0.3076923076923077
56	56	54>44>54>55>56	17	0.3469387755102041
56	56	54>55>65>55>56	14	0.29787234042553185
56	56	56>66>67>66>56	12	0.3076923076923077
56	56	67>57>56>55>56	10	0.3125
56	56	56>55>56>46>56	13	0.3333333333333333
56	56	45>35>45>55>56	11	0.3235294117647059
56	56	74>64>65>66>56	10	0.3125
56	56	85>86>76>66>56	13	0.34210526315789475
56	56	74>75>65>66>56	14	0.34146341463414637
56	56	56>66>56>66>56	13	0.3023255813953488
56	56	38>48>47>57>56	12	0.3076923076923077
56	56	87>77>67>57>56	11	0.2972972972972973
56	56	36>46>56>57>56	11	0.37931034482758624
56	56	76>66>56>46>56	10	0.3225806451612903
56	56	56>46>45>55>56	15	0.36585365853658536
56	56	36>46>47>46>56	11	0.3333333333333333
56	56	67>57>47>57>56	13	0.29545454545454547
56	58	56	673	0.06022910327546088
56	58	55>56>66>56	21	0.11538461538461539
56	58	35>45>46>56	19	0.1144578313253012
56	36	56	715	0.06398782888849114
56	45	56	1185	0.10604975836763918
56	45	43>53>54>55>56	10	0.2127659574468085
56	45	44>45>55>56	33	0.1896551724137931
56	45	50>59>58>57>56	11	0.22448979591836735
56	45	66>65>66>56	19	0.10919540229885058
56	45	76>66>65>66>56	11	0.22916666666666663
56	45	48>58>57>56	25	0.1336898395721925
56	45	46>47>57>56	11	0.0650887573964497
56	45	74>75>76>66>56	11	0.22916666666666663
56	45	47>57>56>66>56	12	0.2608695652173913
56	45	58>48>58>57>56	10	0.2777777777777778
56	76	56	680	0.06085555754429926
56	65	56	1176	0.10524431716484696
56	65	16>26>36>46>56	10	0.09259259259259259
56	65	46>56>55>56	11	0.06666666666666667
56	65	76>66>67>66>56	10	0.22727272727272724
56	65	56>66>56>46>56	11	0.24444444444444444
56	65	35>45>46>56	30	0.18072289156626506
56	65	54>55>56>57>56	12	0.2352941176470588
